Domain,Area,Element,Item,Year,Value
"Crops and livestock products,""Russian Federation"",""Production"",""Buckwheat"",""2016"",""1187267"""
"Crops and livestock products,""Russian Federation"",""Production"",""Buckwheat"",""2017"",""1524879"""
"Crops and livestock products,""Russian Federation"",""Production"",""Buckwheat"",""2018"",""931713"""
"Crops and livestock products,""Russian Federation"",""Production"",""Buckwheat"",""2019"",""785702"""
"Crops and livestock products,""Russian Federation"",""Production"",""Buckwheat"",""2020"",""892160.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Buckwheat"",""2021"",""919147.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""1992"",""2850000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""1993"",""2800000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""1994"",""2309800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""1995"",""2291250"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""1996"",""2872890"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""1997"",""2999429"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""1998"",""2734408"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""1999"",""3541501"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2000"",""3010592"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2001"",""3167578"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2002"",""2852558"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2003"",""3390274"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2004"",""2935355"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2005"",""2822890"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2006"",""2744348"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2007"",""2661736"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2008"",""3169940"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2009"",""3312090"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2010"",""2732510"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2011"",""3527620"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2012"",""3309316"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2013"",""3328876"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2014"",""3493635"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2015"",""3603985.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2016"",""2724070"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2017"",""2687090"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2018"",""2495839"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2019"",""2623271"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2020"",""2629614.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cabbages"",""2021"",""2352800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""1992"",""1313000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""1993"",""1270000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""1994"",""991800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""1995"",""1182070"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""1996"",""1292010"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""1997"",""1410679"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""1998"",""1127222"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""1999"",""1223905"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2000"",""1387262"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2001"",""1312263"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2002"",""1189708"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2003"",""1354082"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2004"",""1319360"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2005"",""1287432"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2006"",""1355969"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2007"",""1346979"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2008"",""1530170"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2009"",""1518646.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2010"",""1303298.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2011"",""1735025.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2012"",""1565032"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2013"",""1604656"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2014"",""1662098.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2015"",""1781235.3"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2016"",""1450754"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2017"",""1438420"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2018"",""1408348"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2019"",""1558712"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2020"",""1368575.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Carrots and turnips"",""2021"",""1303288"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""1992"",""6120"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""1993"",""5550"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""1994"",""1510"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""1995"",""2000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""1996"",""2000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""1997"",""2000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""1998"",""2000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""1999"",""2000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2000"",""2000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2001"",""2000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2002"",""2000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2003"",""500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2004"",""472.56"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2005"",""820"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2006"",""772"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2007"",""329"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2008"",""640"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2009"",""350"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2010"",""286"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2011"",""230"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2012"",""484"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2013"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2014"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2015"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2016"",""32"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2017"",""111.65"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2018"",""81"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2019"",""319.3"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2020"",""7.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Castor oil seeds"",""2021"",""105.87"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cauliflowers and broccoli"",""1992"",""1300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cauliflowers and broccoli"",""1993"",""1500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cauliflowers and broccoli"",""1994"",""900"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cauliflowers and broccoli"",""1995"",""1900"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cauliflowers and broccoli"",""1996"",""1500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Cauliflowers and broccoli"",""1997"",""3604"""
